SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV,log10(mmol_solvent/g_Polymer)
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-1.035942508
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-1.155878399
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-1.152711095
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.96576378
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.908127435
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-1.038574365
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.890079621
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.997544659
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.825984347
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-1.012547217
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-1.089469858
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.798971285
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.911052967
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.749897077
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.890106717
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.866791957
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.720659029
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.762497778
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.898753257
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.818042904
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.776725463
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.675309758
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.802767805
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.656103679
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.735936229
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.624583808
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.774536597
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.635957665
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.873908162
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.698650218
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.741949736
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.565110455
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.717305074
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.59983683
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.601726643
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.495173682
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.614202281
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.456700961
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.435893753
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.400143721
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.550696774
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.424178893
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.559333337
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.408542836
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.712162579
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.270724538
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.547377577
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.299939426
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.431168431
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.425430851
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.457564416
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.30899354
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.159641821
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.167155346
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.302635584
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.067578333
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.052183935
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.202099239
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.340247166
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.137781505
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.0139171
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.004848373
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.289352767
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.238460002
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.09948502
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.047755056
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.096545829
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.163913153
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.09079845
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.196259604
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.053495664
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.20346696
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.250319347
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.104182377
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,0.247713694
781.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.892906303,-9.886056648,0.787,32.042,1.609744884,-0.117863326
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.879220486
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.400950736
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.15366565
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.391155495
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.181176373
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.303680394
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.338982153
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.108895818
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.295344
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.031200285
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.035942508
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.155878399
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.152711095
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.96576378
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.908127435
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.038574365
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.890079621
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.997544659
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.825984347
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.012547217
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-1.089469858
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.798971285
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.911052967
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.749897077
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.890106717
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.866791957
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.720659029
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.762497778
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.898753257
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.818042904
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.776725463
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.675309758
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.802767805
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.656103679
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.735936229
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.624583808
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.774536597
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.635957665
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.873908162
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.698650218
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.741949736
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.565110455
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.717305074
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.59983683
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.601726643
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.495173682
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.614202281
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.456700961
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.435893753
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.400143721
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.550696774
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.424178893
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.559333337
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.408542836
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.712162579
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.270724538
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.547377577
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.299939426
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.431168431
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.425430851
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.457564416
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.30899354
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.159641821
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.167155346
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.302635584
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.067578333
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.052183935
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.202099239
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.340247166
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.137781505
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.0139171
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.004848373
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.289352767
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.238460002
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.09948502
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.047755056
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.096545829
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.163913153
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.09079845
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.196259604
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.053495664
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.20346696
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.250319347
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.104182377
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,0.247713694
782.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,0.966346055,-9.782516056,0.787,32.042,1.609744884,-0.117863326
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.879220486
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.400950736
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.15366565
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.391155495
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.181176373
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.303680394
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.338982153
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.108895818
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.295344
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.031200285
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.035942508
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.155878399
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.152711095
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.96576378
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.908127435
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.038574365
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.890079621
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.997544659
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.825984347
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.012547217
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-1.089469858
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.798971285
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.911052967
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.749897077
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.890106717
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.866791957
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.720659029
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.762497778
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.898753257
